2019-02-22 20:42:07,402 [localhost-startStop-1] INFO  [org.springframework.beans.factory.annotation.AutowiredAnnotationBeanPostProcessor] - JSR-330 'javax.inject.Inject' annotation found and supported for autowiring
2019-02-22 20:42:07,560 [localhost-startStop-1] INFO  [org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping] - Mapped "{[/delete.do]}" onto public com.coco.common.ServerResponse com.coco.controller.DeleteFootsConroller.deAllFoots(javax.servlet.http.HttpSession)
2019-02-22 20:42:07,561 [localhost-startStop-1] INFO  [org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping] - Mapped "{[/findFoots.do]}" onto public com.coco.common.ServerResponse com.coco.controller.FindFootsController.findFoots(javax.servlet.http.HttpSession)
2019-02-22 20:42:07,561 [localhost-startStop-1] INFO  [org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping] - Mapped "{[/goodsDetails.do]}" onto public com.coco.common.ServerResponse com.coco.controller.GoodsDetailsController.getGoods(java.lang.Integer,javax.servlet.http.HttpSession)
2019-02-22 20:42:07,640 [localhost-startStop-1] INFO  [org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter] - Looking for @ControllerAdvice: WebApplicationContext for namespace 'app-servlet': startup date [Fri Feb 22 20:42:07 CST 2019]; parent: Root WebApplicationContext
2019-02-22 20:42:07,673 [localhost-startStop-1] INFO  [org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter] - Looking for @ControllerAdvice: WebApplicationContext for namespace 'app-servlet': startup date [Fri Feb 22 20:42:07 CST 2019]; parent: Root WebApplicationContext
2019-02-22 20:42:07,798 [localhost-startStop-1] INFO  [org.springframework.web.servlet.DispatcherServlet] - FrameworkServlet 'app': initialization completed in 491 ms
2019-02-22 20:54:54,659 [localhost-startStop-1] INFO  [org.springframework.web.context.ContextLoader] - Root WebApplicationContext: initialization started
2019-02-22 20:54:54,711 [localhost-startStop-1] INFO  [org.springframework.web.context.support.XmlWebApplicationContext] - Refreshing Root WebApplicationContext: startup date [Fri Feb 22 20:54:54 CST 2019]; root of context hierarchy
2019-02-22 20:54:54,739 [localhost-startStop-1] INFO  [org.springframework.beans.factory.xml.XmlBeanDefinitionReader] - Loading XML bean definitions from class path resource [ApplicationContext.xml]
2019-02-22 20:54:55,069 [localhost-startStop-1] INFO  [org.springframework.beans.factory.annotation.AutowiredAnnotationBeanPostProcessor] - JSR-330 'javax.inject.Inject' annotation found and supported for autowiring
2019-02-22 20:54:55,482 [localhost-startStop-1] INFO  [com.alibaba.druid.pool.DruidDataSource] - {dataSource-1} inited
2019-02-22 20:54:55,759 [localhost-startStop-1] INFO  [org.springframework.web.context.ContextLoader] - Root WebApplicationContext: initialization completed in 1100 ms
2019-02-22 20:54:55,894 [localhost-startStop-1] INFO  [org.springframework.web.servlet.DispatcherServlet] - FrameworkServlet 'app': initialization started
2019-02-22 20:54:55,898 [localhost-startStop-1] INFO  [org.springframework.web.context.support.XmlWebApplicationContext] - Refreshing WebApplicationContext for namespace 'app-servlet': startup date [Fri Feb 22 20:54:55 CST 2019]; parent: Root WebApplicationContext
2019-02-22 20:54:55,898 [localhost-startStop-1] INFO  [org.springframework.beans.factory.xml.XmlBeanDefinitionReader] - Loading XML bean definitions from ServletContext resource [/WEB-INF/app-servlet.xml]
2019-02-22 20:54:55,987 [localhost-startStop-1] INFO  [org.springframework.beans.factory.annotation.AutowiredAnnotationBeanPostProcessor] - JSR-330 'javax.inject.Inject' annotation found and supported for autowiring
2019-02-22 20:54:56,147 [localhost-startStop-1] INFO  [org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping] - Mapped "{[/delete.do]}" onto public com.coco.common.ServerResponse com.coco.controller.DeleteFootsConroller.deAllFoots(javax.servlet.http.HttpSession)
